Price,Land Size,Building Size,Year Built,Rooms,County
"USD $175,000",817.47 m2,122.63 m2,1975,"3 bedroom(s), 2 bathroom(s)",Bosque
"USD $370,000",,102.19 m2,1967,"2 bedroom(s), 1 bathroom(s)",Suffolk County
"USD $630,000","19,870.08 m2",183.58 m2,2013,"2 bedroom(s), 3 bathroom(s)",Newton AR
"USD $460,000",728.43 m2,141.21 m2,2020,"3 bedroom(s), 2 bathroom(s), 1 livingroom(s)",Alachua
"USD $269,900",,159.42 m2,,"3 bedroom(s), 2 bathroom(s)",Miller
"USD $225,000","4,289.67 m2",100.34 m2,1995,"3 bedroom(s), 2 bathroom(s)",Jefferson
"USD $119,000","19,910.55 m2",,,,Oldham
"USD $440,000","2,792.33 m2",134.71 m2,1940,"3 bedroom(s), 2 bathroom(s)",Mecklenburg
"USD $420,000",971.25 m2,177.26 m2,1998,"3 bedroom(s), 2 bathroom(s)",Santa Rosa
"USD $999,999","2,913.74 m2",491.64 m2,1959,"7 bedroom(s), 5 bathroom(s)",CHESTER
"USD $215,000",794.80 m2,177.91 m2,2005,"4 bedroom(s), 2 bathroom(s)",Bell
"USD $445,000","1,133.12 m2",278.52 m2,1958,"4 bedroom(s), 4 bathroom(s)",Randall
"USD $676,264",,202.90 m2,,"4 bedroom(s), 3 bathroom(s)",Placer
"USD $100,000",,111.86 m2,1965,"3 bedroom(s), 1 bathroom(s)",Hutchinson
"USD $219,900",930.78 m2,,1967,3 bedroom(s),Randall
"USD $89,900","1,889.88 m2",,,,Bell
"USD $140,000","16,875.41 m2",,,,Hot Springs
"USD $973,590",,377.74 m2,,"5 bedroom(s), 5 bathroom(s)",Placer
"USD $199,900","4,856.23 m2",,,,Kootenai
"USD $429,581","66,226.86 m2",,,,Tuscarawas
"USD $55,000",,,,,Clayton
"USD $650,000",,143.16 m2,2005,"2 bedroom(s), 2 bathroom(s)",Nassau
"USD $259,900","3,075.61 m2",115.85 m2,1940,"3 bedroom(s), 2 bathroom(s), 1 livingroom(s)",Montgomery
"USD $209,900","1,011.72 m2",131.55 m2,1900,"3 bedroom(s), 1 bathroom(s)",Logan
"USD $440,000",,155.43 m2,2012,"4 bedroom(s), 3 bathroom(s)",Story
"USD $155,000",526.09 m2,150.97 m2,1955,"3 bedroom(s), 2 bathroom(s)",Lorain
"USD $140,000","14,406.82 m2",,,,Gilmer
"USD $164,900",557.25 m2,92.35 m2,1952,"2 bedroom(s), 1 bathroom(s)",Summit
"USD $249,950",566.56 m2,128.48 m2,1986,"3 bedroom(s), 2 bathroom(s)",El Paso
"USD $29,500","5,018.11 m2",,,,Buncombe
"USD $235,000",687.97 m2,85.84 m2,1939,"3 bedroom(s), 1 bathroom(s)",Coos
"USD $650,000","23,067.10 m2",322.37 m2,1996,"4 bedroom(s), 3 bathroom(s)",Trempealeau
"USD $615,000",930.78 m2,161.19 m2,2025,"4 bedroom(s), 3 bathroom(s)",Lee
"USD $127,500",445.96 m2,,1914,"3 bedroom(s), 1 bathroom(s)",Summit
"USD $2,749,000","1,011.72 m2",263.01 m2,2005,"4 bedroom(s), 5 bathroom(s), 1 livingroom(s)",Los Angeles
"USD $219,900","5,058.98 m2",137.03 m2,2024,"4 bedroom(s), 2 bathroom(s)",Pottawatomie
"USD $4,900","1,133.12 m2",,,,Izard
"USD $125,000",607.03 m2,116.04 m2,1943,"3 bedroom(s), 2 bathroom(s)",Lubbock
"USD $139,999",650.33 m2,95.13 m2,1949,"3 bedroom(s), 1 bathroom(s)",Oklahoma
"USD $450,000",,159.42 m2,1898,"3 bedroom(s), 3 bathroom(s), 1 livingroom(s)",Chittenden
"USD $650,000","4,370.61 m2",123.84 m2,2009,"2 bedroom(s), 2 bathroom(s), 1 livingroom(s)",San Juan
"USD $2,400,000",487.74 m2,307.79 m2,1994,"5 bedroom(s), 5 bathroom(s), 1 livingroom(s)",Orange
"USD $998,000",768.90 m2,163.23 m2,1959,"4 bedroom(s), 2 bathroom(s)",San Diego
"USD $274,900","12,949.95 m2",,,,Fannin
"USD $128,000",768.90 m2,90.67 m2,1973,"2 bedroom(s), 2 bathroom(s)",
"USD $115,000",526.09 m2,,1900,"3 bedroom(s), 2 bathroom(s)",Cuyahoga
"USD $212,500","2,913.74 m2",98.11 m2,1984,"3 bedroom(s), 1 bathroom(s)",Sullivan
"USD $115,000","1,659.21 m2",249.72 m2,1900,"3 bedroom(s), 3 bathroom(s)",Madison
"USD $120,000","21,448.36 m2",,,,
"USD $269,900","4,451.55 m2",149.76 m2,2025,"3 bedroom(s), 2 bathroom(s)",Canadian
"USD $250,000",371.50 m2,107.02 m2,1950,"4 bedroom(s), 2 bathroom(s)",Monroe
"USD $649,900","2,225.77 m2",349.13 m2,1979,"6 bedroom(s), 3 bathroom(s)",Spokane
"USD $314,900",,139.35 m2,1999,"3 bedroom(s), 1 bathroom(s)",Kane
"USD $4,900","2,266.24 m2",,,,Izard
"USD $225,000","20,234.30 m2",,,,Mineral
"USD $284,650","12,909.48 m2",157.94 m2,1948,"3 bedroom(s), 1 bathroom(s)",Champaign
"USD $565,000","7,203.41 m2",235.60 m2,2015,"4 bedroom(s), 3 bathroom(s)",Franklin
"USD $409,900","2,144.84 m2",111.48 m2,2025,"3 bedroom(s), 2 bathroom(s)",Gilmer
"USD $450,000",,221.48 m2,2005,"3 bedroom(s), 3 bathroom(s)",Atlantic
"USD $1,199,900","1,392.12 m2",303.42 m2,2012,"5 bedroom(s), 4 bathroom(s)",Fulton
"USD $449,000",,100.61 m2,1941,"2 bedroom(s), 1 bathroom(s), 1 livingroom(s)",Wake
"USD $465,000","3,318.43 m2",261.06 m2,2010,"4 bedroom(s), 4 bathroom(s)",Logan
"USD $500,000","2,832.80 m2",339.28 m2,1998,"5 bedroom(s), 4 bathroom(s)",Paulding
"USD $1,375,000","1,861.56 m2",573.77 m2,2007,"5 bedroom(s), 5 bathroom(s), 1 livingroom(s)",Erie
"USD $515,000",809.37 m2,168.90 m2,1991,"3 bedroom(s), 3 bathroom(s)",Carson City
"USD $250,000","7,041.54 m2",178.93 m2,1810,"3 bedroom(s), 2 bathroom(s)",LANCASTER
"USD $349,900",,213.68 m2,1889,"4 bedroom(s), 3 bathroom(s)",DeKalb
"USD $1,699,000","1,780.62 m2",467.40 m2,2025,"5 bedroom(s), 5 bathroom(s)",Carver
"USD $199,900",,218.51 m2,1900,"4 bedroom(s), 3 bathroom(s)",Whiteside
"USD $288,000","34,001.71 m2",100.34 m2,1988,"2 bedroom(s), 2 bathroom(s)",Oahu
"USD $44,900","3,480.30 m2",,,,Catawba
"USD $80,000",422.49 m2,66.89 m2,1950,"2 bedroom(s), 1 bathroom(s)",Beckham
"USD $169,900",809.37 m2,84.54 m2,2003,"2 bedroom(s), 1 bathroom(s)",Hernando
"USD $654,999","1,092.65 m2",125.98 m2,2007,"3 bedroom(s), 2 bathroom(s)",Fulton
"USD $170,000","36,421.74 m2",,,,Stevens
"USD $329,000","4,856.23 m2",212.38 m2,2023,"4 bedroom(s), 3 bathroom(s)",Long
"USD $355,000","1,889.88 m2",178.28 m2,2021,"4 bedroom(s), 2 bathroom(s)",Bell
"USD $450,000","4,451.55 m2",173.26 m2,1994,"3 bedroom(s), 3 bathroom(s)",Clarke
"USD $699,000",121.41 m2,179.21 m2,2025,"4 bedroom(s), 4 bathroom(s)",Clark
"USD $725,000","4,572.95 m2",208.10 m2,2025,"4 bedroom(s), 3 bathroom(s)",Maricopa
"USD $175,000","161,874.41 m2",,,,Otsego
"USD $1,080,000",849.84 m2,478.73 m2,2022,"5 bedroom(s), 5 bathroom(s)",Lancaster
"USD $278,000",809.37 m2,169.46 m2,1975,"4 bedroom(s), 3 bathroom(s), 1 livingroom(s)",Fairfield
"USD $2,195,000","2,104.37 m2",285.12 m2,1973,"4 bedroom(s), 5 bathroom(s)",Barnstable
"USD $9,499,977","287,327.06 m2",,,,Lake
"USD $439,900",728.43 m2,262.92 m2,2014,"4 bedroom(s), 4 bathroom(s)",Coweta
"USD $665,000","1,335.46 m2",358.88 m2,1989,"4 bedroom(s), 3 bathroom(s)",Cobb
"USD $24,000,000",,"1,058.63 m2",2013,"7 bedroom(s), 11 bathroom(s)",Palm Beach
"USD $384,706","2,023.43 m2",206.71 m2,2025,"4 bedroom(s), 3 bathroom(s), 1 livingroom(s)",Harnett
"USD $364,950",566.56 m2,183.02 m2,2008,"4 bedroom(s), 3 bathroom(s)",El Paso
"USD $65,000",566.56 m2,,,,Somerset
"USD $279,000","2,832.80 m2",149.67 m2,2006,"3 bedroom(s), 2 bathroom(s)",Bulloch
"USD $209,999",607.03 m2,193.42 m2,1958,"4 bedroom(s), 2 bathroom(s)",El Paso
"USD $49,500","40,468.60 m2",,,,Shasta
"USD $139,900",930.78 m2,100.06 m2,1925,"2 bedroom(s), 1 bathroom(s), 1 livingroom(s)",Jasper
"USD $550,000",728.43 m2,185.99 m2,1966,"4 bedroom(s), 2 bathroom(s), 1 livingroom(s)",Hillsborough
"USD $254,000",768.90 m2,154.13 m2,1955,"3 bedroom(s), 2 bathroom(s), 1 livingroom(s)",Franklin
"USD $7,500","2,225.77 m2",,,,Wayne
"USD $649,000",,195.93 m2,1979,"3 bedroom(s), 3 bathroom(s)",Maricopa
"USD $649,000","1,618.74 m2",266.54 m2,2025,"4 bedroom(s), 3 bathroom(s), 1 livingroom(s)",Bell
"USD $1,995,000","3,399.36 m2",676.33 m2,1995,"5 bedroom(s), 6 bathroom(s)",
"USD $285,000","2,185.30 m2",171.31 m2,1955,"3 bedroom(s), 2 bathroom(s), 1 livingroom(s)",Wyandotte
"USD $550,000",,113.71 m2,1980,"3 bedroom(s), 2 bathroom(s)",San Diego
"USD $312,000",971.25 m2,166.67 m2,1970,"3 bedroom(s), 2 bathroom(s)",McLennan
"USD $585,000",,204.39 m2,2005,"2 bedroom(s), 3 bathroom(s)",Hennepin
"USD $109,900","1,780.62 m2",,,,Wayne
"USD $695,000",526.09 m2,336.77 m2,2012,"4 bedroom(s), 3 bathroom(s)",
"USD $323,000",202.34 m2,153.01 m2,2022,"3 bedroom(s), 3 bathroom(s)",Rockingham
"USD $160,000","26,830.68 m2",,,,
"USD $79,900","53,459.02 m2",,,,Ogemaw
"USD $274,900","1,011.72 m2",141.21 m2,1965,"3 bedroom(s), 2 bathroom(s), 1 livingroom(s)",Brown
"USD $439,900","1,214.06 m2",162.77 m2,2025,"3 bedroom(s), 2 bathroom(s)",Pueblo
"USD $249,900",343.98 m2,128.95 m2,2002,"2 bedroom(s), 2 bathroom(s)",Kanabec
"USD $350,000",,161.28 m2,1948,"3 bedroom(s), 2 bathroom(s)",Lee
"USD $289,900","2,873.27 m2",130.06 m2,1971,"4 bedroom(s), 2 bathroom(s)",Lapeer
"USD $35,900","80,937.20 m2",,,,Ontonagon
"USD $2,350,000","1,618.74 m2",371.98 m2,2014,"5 bedroom(s), 4 bathroom(s)",Ada
"USD $729,000",,278.06 m2,1991,"4 bedroom(s), 4 bathroom(s), 1 livingroom(s)",Wake
"USD $2,075,000","202,343.00 m2",341.42 m2,2007,"4 bedroom(s), 4 bathroom(s)",Washington
"USD $449,900","1,052.18 m2",,1974,"5 bedroom(s), 1 livingroom(s)",Mesa
"USD $249,000","32,010.66 m2",,,,Valley
"USD $574,900",,118.92 m2,1948,"3 bedroom(s), 2 bathroom(s)",Miami-Dade
"USD $314,900","2,832.80 m2",146.32 m2,2002,"3 bedroom(s), 2 bathroom(s), 1 livingroom(s)",Johnston
"USD $484,000","2,063.90 m2",229.84 m2,1959,"3 bedroom(s), 2 bathroom(s)",Wallowa
"USD $389,000",,97.73 m2,1973,"2 bedroom(s), 2 bathroom(s), 1 livingroom(s)",Belknap
"USD $530,000","1,169.54 m2",278.89 m2,1964,"4 bedroom(s), 4 bathroom(s)",Tulsa
"USD $410,000",,233.00 m2,2008,"4 bedroom(s), 3 bathroom(s), 1 livingroom(s)",Madison
"USD $325,000",607.03 m2,179.21 m2,2004,"4 bedroom(s), 2 bathroom(s)",Pinal
"USD $275,000",202.34 m2,125.79 m2,1981,"3 bedroom(s), 3 bathroom(s)",Hennepin
"USD $99,500","3,520.77 m2",134.06 m2,1979,,Osage
"USD $250,000","1,416.40 m2",175.12 m2,1940,3 bedroom(s),Campbell
"USD $124,900",607.03 m2,84.73 m2,1900,"2 bedroom(s), 1 bathroom(s), 1 livingroom(s)",Fond du Lac
"USD $5,280,000","2,185.30 m2",349.69 m2,2007,"4 bedroom(s), 3 bathroom(s)",Walton
"USD $859,000","1,821.09 m2",310.30 m2,1920,"4 bedroom(s), 3 bathroom(s), 1 livingroom(s)",Hillsborough
"USD $285,000",566.56 m2,,,"4 bedroom(s), 2 bathroom(s), 1 livingroom(s)",Westmoreland
"USD $49,900","2,225.77 m2",,,,
"USD $99,900","3,642.17 m2",,,,Sevier County - 27
"USD $408,000",161.87 m2,128.30 m2,1998,"2 bedroom(s), 3 bathroom(s)",Washington
"USD $415,000","1,335.46 m2",173.54 m2,1965,"4 bedroom(s), 2 bathroom(s)",BALTIMORE
"USD $229,999",,45.15 m2,1959,1 bathroom(s),WASHINGTON
"USD $925,000","19,748.68 m2",588.08 m2,2021,"6 bedroom(s), 4 bathroom(s), 1 livingroom(s)",Christian
"USD $549,000","1,861.56 m2",212.93 m2,1986,"4 bedroom(s), 3 bathroom(s), 1 livingroom(s)",York
"USD $369,000","1,335.46 m2",155.98 m2,1993,"3 bedroom(s), 2 bathroom(s)",Leon
"USD $299,000","2,144.84 m2",94.02 m2,1976,"3 bedroom(s), 1 bathroom(s)",JEFFERSON
"USD $329,900",971.25 m2,133.69 m2,2025,"3 bedroom(s), 2 bathroom(s), 1 livingroom(s)",Whitfield
"USD $239,439",202.34 m2,145.21 m2,1914,"4 bedroom(s), 2 bathroom(s)",BALTIMORE CITY
"USD $8,900","1,295.00 m2",,,,Izard
"USD $285,000",768.90 m2,204.39 m2,1985,"4 bedroom(s), 3 bathroom(s)",Lubbock
"USD $175,000","29,663.48 m2",,,,
"USD $460,000",687.97 m2,77.30 m2,1971,"4 bedroom(s), 2 bathroom(s)",Adams
"USD $389,900",,156.26 m2,1971,"4 bedroom(s), 2 bathroom(s)",Lake
"USD $780,000","1,011.72 m2",465.44 m2,2014,"5 bedroom(s), 5 bathroom(s)",JEFFERSON
"USD $440,000",607.03 m2,168.62 m2,2022,"3 bedroom(s), 2 bathroom(s)",Polk
"USD $239,222",202.34 m2,100.34 m2,1913,"2 bedroom(s), 1 bathroom(s)",Campbell
"USD $349,500","40,468.60 m2",206.24 m2,2007,"3 bedroom(s), 2 bathroom(s), 1 livingroom(s)",Monroe
"USD $265,000",,101.26 m2,1985,"2 bedroom(s), 2 bathroom(s)",Mecklenburg
"USD $179,900",80.94 m2,94.85 m2,1988,"2 bedroom(s), 2 bathroom(s)",
"USD $130,000",,93.74 m2,1950,"2 bedroom(s), 1 bathroom(s)",St. Louis
"USD $7,900","1,295.00 m2",,,,Izard
"USD $435,777","26,385.53 m2",221.48 m2,1990,"4 bedroom(s), 4 bathroom(s)",Gilmer
"USD $180,000","29,703.95 m2",,,,
"USD $654,999",849.84 m2,,2007,,Fulton
"USD $468,000",971.25 m2,217.39 m2,2007,"4 bedroom(s), 4 bathroom(s)",St. Charles
"USD $220,000",687.97 m2,192.77 m2,1963,"4 bedroom(s), 2 bathroom(s)",St. Clair
"USD $69,900","3,399.36 m2",,,,Thomas
"USD $339,900","1,327.37 m2",206.62 m2,1998,"3 bedroom(s), 4 bathroom(s)",Henrico
"USD $9,500,000","3,884.99 m2","1,003.07 m2",2026,"7 bedroom(s), 10 bathroom(s)",FAIRFAX
"USD $170,000","36,421.74 m2",,,,Stevens
"USD $675,000","102,587.91 m2",120.40 m2,2012,"2 bedroom(s), 4 bathroom(s)",Russell
"USD $298,000","1,740.15 m2",293.20 m2,1964,"6 bedroom(s), 4 bathroom(s)",Pulaski
"USD $137,900","1,295.00 m2",91.04 m2,1962,"3 bedroom(s), 1 bathroom(s)",Iberia
"USD $450,000",687.97 m2,129.69 m2,1987,"3 bedroom(s), 2 bathroom(s)",Pinellas
"USD $165,000",,74.32 m2,1989,"2 bedroom(s), 1 bathroom(s)",
"USD $739,900","1,497.34 m2",225.75 m2,1992,"5 bedroom(s), 3 bathroom(s)",HOWARD
"USD $35,000",,96.99 m2,1900,"3 bedroom(s), 1 bathroom(s)",St Lawrence
"USD $654,999",849.84 m2,,2007,,Fulton
"USD $785,000","40,468.60 m2",371.61 m2,2002,"5 bedroom(s), 4 bathroom(s)",Fayette
"USD $389,000","1,245.22 m2",216.37 m2,2020,"4 bedroom(s), 3 bathroom(s)",Clay
"USD $150,000",566.56 m2,186.18 m2,1950,"3 bedroom(s), 1 bathroom(s), 1 livingroom(s)",Cerro Gordo
"USD $475,000",728.43 m2,290.60 m2,2018,"4 bedroom(s), 3 bathroom(s)",Berkeley
"USD $410,000","19,020.24 m2",144.84 m2,1930,"3 bedroom(s), 1 bathroom(s)",Essex
"USD $294,500","4,046.86 m2",129.41 m2,1993,"3 bedroom(s), 2 bathroom(s)",Wakulla
"USD $169,900",,307.51 m2,,"5 bedroom(s), 2 bathroom(s)",Crawford
"USD $149,999",242.81 m2,148.64 m2,1972,"3 bedroom(s), 3 bathroom(s)",Escambia - Fl
"USD $1,075,000","2,549.52 m2",570.15 m2,1998,"4 bedroom(s), 5 bathroom(s), 1 livingroom(s)",Jefferson
"USD $389,000",,139.35 m2,2002,"2 bedroom(s), 2 bathroom(s)",Lee
"USD $130,000","8,093.72 m2",,,,McLennan
"USD $759,000",849.84 m2,206.90 m2,1986,"4 bedroom(s), 3 bathroom(s)",Washoe
"USD $535,000","1,497.34 m2",192.50 m2,1955,"4 bedroom(s), 3 bathroom(s)",MONTGOMERY
"USD $1,150",728.43 m2,81.94 m2,1983,"2 bedroom(s), 2 bathroom(s)",Onslow
"USD $399,000","1,052.18 m2",225.29 m2,1996,"3 bedroom(s), 2 bathroom(s)",Midland
"USD $749,900","14,730.57 m2",208.47 m2,1973,"3 bedroom(s), 2 bathroom(s)",Ocean
"USD $430,000","2,208.78 m2",182.28 m2,1959,"4 bedroom(s), 2 bathroom(s), 1 livingroom(s)",Fayette
"USD $775,000",647.50 m2,149.85 m2,1996,"3 bedroom(s), 3 bathroom(s)",Beaufort
"USD $309,000",566.56 m2,127.18 m2,1985,"3 bedroom(s), 3 bathroom(s), 1 livingroom(s)",Clark
"USD $420,000","1,375.93 m2",108.88 m2,2002,"3 bedroom(s), 2 bathroom(s)",
"USD $230,000","80,937.20 m2",103.03 m2,1932,"2 bedroom(s), 1 bathroom(s), 1 livingroom(s)",Indiana
"USD $1,495,000","30,594.26 m2",,,,
"USD $329,700","1,497.34 m2",,,,Beaufort
"USD $239,900",445.15 m2,139.08 m2,2025,"4 bedroom(s), 2 bathroom(s)",Wakulla
"USD $1,500,000","3,925.45 m2",557.42 m2,2005,"6 bedroom(s), 6 bathroom(s)",Lafayette
"USD $160,000","24,281.16 m2",,,,
"USD $639,000",80.94 m2,140.47 m2,,"4 bedroom(s), 3 bathroom(s), 1 livingroom(s)",Ocean
"USD $975,000","3,277.96 m2",273.13 m2,1987,"5 bedroom(s), 3 bathroom(s)",Larimer
"USD $234,900",121.41 m2,,,"3 bedroom(s), 3 bathroom(s)",Greenville
"USD $279,900",696.06 m2,132.29 m2,1959,"3 bedroom(s), 2 bathroom(s)",Polk
"USD $64,900",566.56 m2,124.86 m2,1920,"3 bedroom(s), 2 bathroom(s)",Posey County
"USD $61,274","20,800.86 m2",,,,
"USD $309,900",751.91 m2,161.28 m2,1984,"3 bedroom(s), 2 bathroom(s), 1 livingroom(s)",Minnehaha
"USD $175,000",607.03 m2,110.65 m2,1900,"3 bedroom(s), 1 bathroom(s), 1 livingroom(s)",Fond du Lac
"USD $689,000","1,011.72 m2",245.64 m2,2005,"4 bedroom(s), 3 bathroom(s)",
"USD $109,000","1,456.87 m2",,1959,"3 bedroom(s), 1 bathroom(s)",
"USD $160,000",,121.05 m2,2025,"2 bedroom(s), 2 bathroom(s)",
"USD $29,900",,42.36 m2,1986,"1 bedroom(s), 1 bathroom(s), 1 livingroom(s)",
"USD $3,000,000","20,274.77 m2",,,,
"USD $299,900",404.69 m2,298.03 m2,1972,"8 bedroom(s), 4 bathroom(s)",YORK
"USD $459,900","3,035.15 m2",279.92 m2,2019,"4 bedroom(s), 3 bathroom(s)",Jackson Co.
"USD $249,900","1,659.21 m2",,,"3 bedroom(s), 2 bathroom(s)",Pickens
"USD $349,000","1,942.49 m2",219.62 m2,1967,"4 bedroom(s), 4 bathroom(s), 1 livingroom(s)",Keokuk
"USD $24,900","2,387.65 m2",,,,Pike
"USD $155,000","20,234.30 m2",,,,Shelby
"USD $3,749,000","1,052.18 m2",431.53 m2,2014,"4 bedroom(s), 4 bathroom(s), 1 livingroom(s)",Sarasota
"USD $454,000",566.56 m2,150.60 m2,2016,"3 bedroom(s), 2 bathroom(s)",Collin
"USD $515,000",849.84 m2,248.05 m2,1994,"4 bedroom(s), 3 bathroom(s)",Lake
"USD $205,000",445.15 m2,138.24 m2,1925,"3 bedroom(s), 2 bathroom(s), 1 livingroom(s)",Allen County
"USD $925,000",971.25 m2,268.68 m2,1957,"5 bedroom(s), 4 bathroom(s)",FAIRFAX
"USD $67,900",,,2025,"2 bedroom(s), 2 bathroom(s)",
"USD $654,999","1,092.65 m2",,,,Fulton
"USD $599,900","2,266.24 m2",244.15 m2,1972,"5 bedroom(s), 3 bathroom(s)",FREDERICK
"USD $545,000",809.37 m2,185.81 m2,1900,"3 bedroom(s), 2 bathroom(s)",WORCESTER
"USD $950,000",728.43 m2,303.05 m2,2019,"3 bedroom(s), 4 bathroom(s)",Oconee
"USD $540,000","26,871.15 m2",195.10 m2,2024,"4 bedroom(s), 2 bathroom(s), 1 livingroom(s)",Jessamine
"USD $929,900","1,902.02 m2",321.07 m2,2021,"5 bedroom(s), 4 bathroom(s)",Hawkins
"USD $515,000",607.03 m2,107.77 m2,2001,"4 bedroom(s), 3 bathroom(s)",PRINCE GEORGES
"USD $825,000",,156.08 m2,2024,"3 bedroom(s), 3 bathroom(s)",WASHINGTON
"USD $260,000","1,133.12 m2",150.69 m2,1951,"4 bedroom(s), 2 bathroom(s), 1 livingroom(s)",Clermont
"USD $90,000","4,208.73 m2",,,,Nueces
"USD $369,000",,174.66 m2,1993,"2 bedroom(s), 3 bathroom(s)",
"USD $199,900",404.69 m2,95.78 m2,1950,"3 bedroom(s), 1 bathroom(s), 1 livingroom(s)",Wayne
"USD $199,900",,,1973,"3 bedroom(s), 1 bathroom(s)",Will
"USD $768,000","5,503.58 m2",82.68 m2,2007,"1 bedroom(s), 2 bathroom(s)",Los Angeles
"USD $499,000",485.62 m2,247.40 m2,2023,"5 bedroom(s), 4 bathroom(s)",Riverside
"USD $425,000",,301.93 m2,2008,"4 bedroom(s), 2 bathroom(s)",Douglas
"USD $99,900",121.41 m2,167.97 m2,1900,"5 bedroom(s), 1 bathroom(s)",SCHUYLKILL
"USD $140,000","22,702.88 m2",,,,
"USD $599,900","20,234.30 m2",291.90 m2,1998,"3 bedroom(s), 4 bathroom(s), 1 livingroom(s)",St. Louis County
"USD $339,706","1,861.56 m2",164.72 m2,2025,"3 bedroom(s), 2 bathroom(s)",Harnett
"USD $269,000",493.72 m2,128.95 m2,2023,"3 bedroom(s), 2 bathroom(s)",Hopkins
"USD $130,000","2,306.71 m2",96.62 m2,,"3 bedroom(s), 1 bathroom(s)",MUSCOGEE
"USD $179,900",,82.31 m2,1982,"2 bedroom(s), 2 bathroom(s)",Collier
"USD $539,000",902.85 m2,382.39 m2,2023,,Hidalgo
"USD $385,000",728.43 m2,162.77 m2,1952,"4 bedroom(s), 2 bathroom(s), 1 livingroom(s)",Dane
"USD $60,000","5,625.14 m2",,,,Beaufort
"USD $375,000",501.81 m2,113.06 m2,1990,"2 bedroom(s), 2 bathroom(s)",Lee
"USD $259,000",513.95 m2,168.15 m2,1939,"3 bedroom(s), 2 bathroom(s), 1 livingroom(s)",Hamilton
"USD $75,000",331.76 m2,69.12 m2,1915,"1 bedroom(s), 1 bathroom(s)",Lancaster
"USD $1,210,000",687.97 m2,248.89 m2,2021,"3 bedroom(s), 3 bathroom(s)",Washoe
"USD $165,000","69,484.59 m2",,,,Lafayette
"USD $1,135,000","20,234.30 m2",408.49 m2,2005,"6 bedroom(s), 5 bathroom(s)",Allegan
"USD $375,000","1,902.02 m2",,1976,"3 bedroom(s), 2 bathroom(s)",Jefferson
"USD $470,000",809.37 m2,299.52 m2,2008,"5 bedroom(s), 3 bathroom(s), 1 livingroom(s)",Guadalupe
"USD $50,000","2,347.18 m2",,,,Perquimans
"USD $175,000","36,543.14 m2",,,,
"USD $385,000","1,618.74 m2",,1957,"4 bedroom(s), 3 bathroom(s)",Jefferson
"USD $292,475",,133.32 m2,2025,"3 bedroom(s), 3 bathroom(s), 1 livingroom(s)",Lincoln
"USD $335,000",461.34 m2,233.93 m2,2019,"4 bedroom(s), 3 bathroom(s), 1 livingroom(s)",Bexar
"USD $399,000","7,486.69 m2",183.95 m2,1986,"3 bedroom(s), 2 bathroom(s), 1 livingroom(s)",Muskegon
"USD $430,000",566.56 m2,162.30 m2,1996,"4 bedroom(s), 3 bathroom(s), 1 livingroom(s)",El Paso
"USD $250,000","70,334.42 m2",,,,Tolland
"USD $259,900","4,046.86 m2",89.19 m2,1990,"3 bedroom(s), 1 bathroom(s)",Barry
"USD $370,000",526.09 m2,123.00 m2,2004,"3 bedroom(s), 2 bathroom(s), 1 livingroom(s)",Dane
"USD $799,500","1,416.40 m2",326.46 m2,2026,"5 bedroom(s), 5 bathroom(s)",Cabarrus
"USD $78,000",,115.94 m2,1986,"3 bedroom(s), 2 bathroom(s)",
"USD $1,075,000",445.15 m2,143.26 m2,1984,"3 bedroom(s), 2 bathroom(s)",Brunswick
"USD $524,900","1,792.76 m2",,,,Baldwin
"USD $1,200,000","4,087.33 m2",416.02 m2,1998,"5 bedroom(s), 4 bathroom(s)",Kent
"USD $55,000","8,498.41 m2",,,,Columbia
"USD $458,149",445.15 m2,232.82 m2,2025,"4 bedroom(s), 3 bathroom(s)",Tarrant
"USD $419,900","121,405.80 m2",140.47 m2,1983,"3 bedroom(s), 1 bathroom(s)",Barry
"USD $385,000",526.09 m2,144.46 m2,2020,"3 bedroom(s), 2 bathroom(s)",Orange
"USD $2,149,000","121,405.80 m2","1,518.96 m2",2006,"7 bedroom(s), 9 bathroom(s), 1 livingroom(s)",Woodford
"USD $144,900","1,214.06 m2",92.90 m2,,"3 bedroom(s), 1 bathroom(s), 1 livingroom(s)",Anderson
"USD $689,900",566.56 m2,352.01 m2,2019,"6 bedroom(s), 5 bathroom(s)",Osceola
"USD $350,000","1,092.65 m2",129.69 m2,2007,"3 bedroom(s), 2 bathroom(s), 1 livingroom(s)",Rock
"USD $23,000","1,214.06 m2",,,,Citrus
"USD $689,900","1,173.59 m2",263.38 m2,2011,"4 bedroom(s), 4 bathroom(s)",Mecklenburg
"USD $115,000","5,908.42 m2",201.41 m2,1982,"3 bedroom(s), 1 bathroom(s)",Nueces
"USD $429,900","1,052.18 m2",208.10 m2,2023,"4 bedroom(s), 2 bathroom(s), 1 livingroom(s)",Kent
"USD $245,000",,194.72 m2,1998,"2 bedroom(s), 2 bathroom(s)",Washtenaw
"USD $199,000","2,225.77 m2",,,,Hall - GA
"USD $1,795,000",878.17 m2,378.30 m2,2007,"4 bedroom(s), 4 bathroom(s)",Dallas
"USD $600,000","3,965.92 m2",272.86 m2,1999,"3 bedroom(s), 4 bathroom(s)",Sevier County - 27
"USD $1,325,000","3,035.15 m2",,,,Knox County - 1
